Price,Region,Longitude,Latitude,Year_Month,District
62575,futiankouan,114.07651,22.521408,Mar-19,Futian
75449,futianzhongxin,114.062828,22.534178,Mar-19,Futian
118060,xiangmihu,114.029174,22.549569,Mar-19,Futian
67723,chegongmiao,114.033487,22.537692,Mar-19,Futian
102741,baihua,116.414358,39.954447,Mar-19,Futian
34065,xili,113.973377,22.593453,Mar-19,Nanshan
111191,huaqiaocheng,113.986156,22.544673,Mar-19,Nanshan
80253,shekou,113.932241,22.497187,Mar-19,Nanshan
73128,qianhai,113.913241,22.522323,Mar-19,Nanshan
87557,kejiyuan,113.936539,22.5385,Mar-19,Nanshan
33414,longgangzhongxincheng,114.24854,22.732774,Mar-19,Longgang 
53010,bantian,114.061426,22.636774,Mar-19,Longgang
33972,pinghua,114.134135,22.691778,Mar-19,Longgang
1000,nanji,180,90,Mar-19,Nanji
130000,beiji,0,90,Mar-19,Beiji
47643,huangbeiling,114.147776,22.555274,Apr-19,Luohu
54019,liantang,114.168136,22.565189,Apr-19,Luohu
62224,cuizhu,114.136934,22.571853,Apr-19,Luohu
44260,guomaow,114.12851,22.54714,Apr-19,Luohu
54117,dongmen,114.137432,22.554485,Apr-19,Luohu
33011,fuyong,113.818564,22.671088,Apr-19,Baoan
52340,baoanzhongxin,113.880356,22.568488,Apr-19,Baoan
33028,songgang,113.84849,22.772051,Apr-19,Baoan
52969,xixiang,113.867649,22.609225,Apr-19,Baoan
56243,xinan,113.90302,22.572611,Apr-19,Baoan
62598,futiankouan,114.07651,22.521408,Apr-19,Futian
73924,futianzhongxin,114.062828,22.534178,Apr-19,Futian
115516,xiangmihu,114.029174,22.549569,Apr-19,Futian
66451,chegongmiao,114.033487,22.537692,Apr-19,Futian
100984,baihua,116.414358,39.954447,Apr-19,Futian
35379,xili,113.973377,22.593453,Apr-19,Nanshan
108114,huaqiaocheng,113.986156,22.544673,Apr-19,Nanshan
80672,shekou,113.932241,22.497187,Apr-19,Nanshan
74479,qianhai,113.913241,22.522323,Apr-19,Nanshan
86264,kejiyuan,113.936539,22.5385,Apr-19,Nanshan
33481,longgangzhongxincheng,114.24854,22.732774,Apr-19,Longgang 
53198,bantian,114.061426,22.636774,Apr-19,Longgang
33566,pinghua,114.134135,22.691778,Apr-19,Longgang
1000,nanji,180,90,Apr-19,Nanji
130000,beiji,0,90,Apr-19,Beiji
47285,huangbeiling,114.147776,22.555274,May-19,Luohu
54324,liantang,114.168136,22.565189,May-19,Luohu
62410,cuizhu,114.136934,22.571853,May-19,Luohu
43972,guomaow,114.12851,22.54714,May-19,Luohu
54735,dongmen,114.137432,22.554485,May-19,Luohu
30806,fuyong,113.818564,22.671088,May-19,Baoan
51309,baoanzhongxin,113.880356,22.568488,May-19,Baoan
32485,songgang,113.84849,22.772051,May-19,Baoan
52089,xixiang,113.867649,22.609225,May-19,Baoan
56028,xinan,113.90302,22.572611,May-19,Baoan
62707,futiankouan,114.07651,22.521408,May-19,Futian
74508,futianzhongxin,114.062828,22.534178,May-19,Futian
117854,xiangmihu,114.029174,22.549569,May-19,Futian
68207,chegongmiao,114.033487,22.537692,May-19,Futian
100359,baihua,116.414358,39.954447,May-19,Futian
34569,xili,113.973377,22.593453,May-19,Nanshan
104756,huaqiaocheng,113.986156,22.544673,May-19,Nanshan
80045,shekou,113.932241,22.497187,May-19,Nanshan
75567,qianhai,113.913241,22.522323,May-19,Nanshan
87226,kejiyuan,113.936539,22.5385,May-19,Nanshan
33274,longgangzhongxincheng,114.24854,22.732774,May-19,Longgang 
51389,bantian,114.061426,22.636774,May-19,Longgang
33449,pinghua,114.134135,22.691778,May-19,Longgang
1000,nanji,180,90,May-19,Nanji
130000,beiji,0,90,May-19,Beiji
46769,huangbeiling,114.147776,22.555274,Jun-19,Luohu
54351,liantang,114.168136,22.565189,Jun-19,Luohu
64134,cuizhu,114.136934,22.571853,Jun-19,Luohu
44385,guomaow,114.12851,22.54714,Jun-19,Luohu
54905,dongmen,114.137432,22.554485,Jun-19,Luohu
30269,fuyong,113.818564,22.671088,Jun-19,Baoan
52403,baoanzhongxin,113.880356,22.568488,Jun-19,Baoan
35088,songgang,113.84849,22.772051,Jun-19,Baoan
53574,xixiang,113.867649,22.609225,Jun-19,Baoan
57115,xinan,113.90302,22.572611,Jun-19,Baoan
63495,futiankouan,114.07651,22.521408,Jun-19,Futian
72785,futianzhongxin,114.062828,22.534178,Jun-19,Futian
117073,xiangmihu,114.029174,22.549569,Jun-19,Futian
67471,chegongmiao,114.033487,22.537692,Jun-19,Futian
99415,baihua,116.414358,39.954447,Jun-19,Futian
34055,xili,113.973377,22.593453,Jun-19,Nanshan
100385,huaqiaocheng,113.986156,22.544673,Jun-19,Nanshan
82180,shekou,113.932241,22.497187,Jun-19,Nanshan
75982,qianhai,113.913241,22.522323,Jun-19,Nanshan
90433,kejiyuan,113.936539,22.5385,Jun-19,Nanshan
33421,longgangzhongxincheng,114.24854,22.732774,Jun-19,Longgang 
49938,bantian,114.061426,22.636774,Jun-19,Longgang
33761,pinghua,114.134135,22.691778,Jun-19,Longgang
1000,nanji,180,90,Jun-19,Nanji
130000,beiji,0,90,Jun-19,Beiji
46586,huangbeiling,114.147776,22.555274,Jul-19,Luohu
54816,liantang,114.168136,22.565189,Jul-19,Luohu
63202,cuizhu,114.136934,22.571853,Jul-19,Luohu
44649,guomaow,114.12851,22.54714,Jul-19,Luohu
54305,dongmen,114.137432,22.554485,Jul-19,Luohu
30448,fuyong,113.818564,22.671088,Jul-19,Baoan
53449,baoanzhongxin,113.880356,22.568488,Jul-19,Baoan
34376,songgang,113.84849,22.772051,Jul-19,Baoan
53643,xixiang,113.867649,22.609225,Jul-19,Baoan
58250,xinan,113.90302,22.572611,Jul-19,Baoan
63456,futiankouan,114.07651,22.521408,Jul-19,Futian
72948,futianzhongxin,114.062828,22.534178,Jul-19,Futian
110356,xiangmihu,114.029174,22.549569,Jul-19,Futian
67962,chegongmiao,114.033487,22.537692,Jul-19,Futian
98676,baihua,116.414358,39.954447,Jul-19,Futian
34159,xili,113.973377,22.593453,Jul-19,Nanshan
101431,huaqiaocheng,113.986156,22.544673,Jul-19,Nanshan
83295,shekou,113.932241,22.497187,Jul-19,Nanshan
76788,qianhai,113.913241,22.522323,Jul-19,Nanshan
91301,kejiyuan,113.936539,22.5385,Jul-19,Nanshan
33732,longgangzhongxincheng,114.24854,22.732774,Jul-19,Longgang 
52061,bantian,114.061426,22.636774,Jul-19,Longgang
33686,pinghua,114.134135,22.691778,Jul-19,Longgang
1000,nanji,180,90,Jul-19,Nanji
130000,beiji,0,90,Jul-19,Beiji
46289,huangbeiling,114.147776,22.555274,Aug-19,Luohu
54855,liantang,114.168136,22.565189,Aug-19,Luohu
64044,cuizhu,114.136934,22.571853,Aug-19,Luohu
44590,guomaow,114.12851,22.54714,Aug-19,Luohu
52949,dongmen,114.137432,22.554485,Aug-19,Luohu
30823,fuyong,113.818564,22.671088,Aug-19,Baoan
52812,baoanzhongxin,113.880356,22.568488,Aug-19,Baoan
31424,songgang,113.84849,22.772051,Aug-19,Baoan
53145,xixiang,113.867649,22.609225,Aug-19,Baoan
58491,xinan,113.90302,22.572611,Aug-19,Baoan
63786,futiankouan,114.07651,22.521408,Aug-19,Futian
73383,futianzhongxin,114.062828,22.534178,Aug-19,Futian
107879,xiangmihu,114.029174,22.549569,Aug-19,Futian
69667,chegongmiao,114.033487,22.537692,Aug-19,Futian
98889,baihua,116.414358,39.954447,Aug-19,Futian
33569,xili,113.973377,22.593453,Aug-19,Nanshan
101032,huaqiaocheng,113.986156,22.544673,Aug-19,Nanshan
82211,shekou,113.932241,22.497187,Aug-19,Nanshan
76367,qianhai,113.913241,22.522323,Aug-19,Nanshan
88263,kejiyuan,113.936539,22.5385,Aug-19,Nanshan
33320,longgangzhongxincheng,114.24854,22.732774,Aug-19,Longgang 
51128,bantian,114.061426,22.636774,Aug-19,Longgang
34112,pinghua,114.134135,22.691778,Aug-19,Longgang
1000,nanji,180,90,Aug-19,Nanji
130000,beiji,0,90,Aug-19,Beiji
46709,huangbeiling,114.147776,22.555274,Sep-19,Luohu
54542,liantang,114.168136,22.565189,Sep-19,Luohu
63414,cuizhu,114.136934,22.571853,Sep-19,Luohu
44738,guomaow,114.12851,22.54714,Sep-19,Luohu
52556,dongmen,114.137432,22.554485,Sep-19,Luohu
30320,fuyong,113.818564,22.671088,Sep-19,Baoan
52571,baoanzhongxin,113.880356,22.568488,Sep-19,Baoan
28549,songgang,113.84849,22.772051,Sep-19,Baoan
52508,xixiang,113.867649,22.609225,Sep-19,Baoan
58396,xinan,113.90302,22.572611,Sep-19,Baoan
64175,futiankouan,114.07651,22.521408,Sep-19,Futian
73261,futianzhongxin,114.062828,22.534178,Sep-19,Futian
105693,xiangmihu,114.029174,22.549569,Sep-19,Futian
68155,chegongmiao,114.033487,22.537692,Sep-19,Futian
99543,baihua,116.414358,39.954447,Sep-19,Futian
33332,xili,113.973377,22.593453,Sep-19,Nanshan
102029,huaqiaocheng,113.986156,22.544673,Sep-19,Nanshan
80426,shekou,113.932241,22.497187,Sep-19,Nanshan
76327,qianhai,113.913241,22.522323,Sep-19,Nanshan
87767,kejiyuan,113.936539,22.5385,Sep-19,Nanshan
33232,longgangzhongxincheng,114.24854,22.732774,Sep-19,Longgang 
50445,bantian,114.061426,22.636774,Sep-19,Longgang
34333,pinghua,114.134135,22.691778,Sep-19,Longgang
1000,nanji,180,90,Sep-19,Nanji
130000,beiji,0,90,Sep-19,Beiji
47152,huangbeiling,114.147776,22.555274,Oct-19,Luohu
53961,liantang,114.168136,22.565189,Oct-19,Luohu
63848,cuizhu,114.136934,22.571853,Oct-19,Luohu
45064,guomaow,114.12851,22.54714,Oct-19,Luohu
52912,dongmen,114.137432,22.554485,Oct-19,Luohu
29370,fuyong,113.818564,22.671088,Oct-19,Baoan
54615,baoanzhongxin,113.880356,22.568488,Oct-19,Baoan
28531,songgang,113.84849,22.772051,Oct-19,Baoan
53850,xixiang,113.867649,22.609225,Oct-19,Baoan
59741,xinan,113.90302,22.572611,Oct-19,Baoan
65161,futiankouan,114.07651,22.521408,Oct-19,Futian
76550,futianzhongxin,114.062828,22.534178,Oct-19,Futian
105773,xiangmihu,114.029174,22.549569,Oct-19,Futian
66581,chegongmiao,114.033487,22.537692,Oct-19,Futian
99795,baihua,116.414358,39.954447,Oct-19,Futian
32782,xili,113.973377,22.593453,Oct-19,Nanshan
102527,huaqiaocheng,113.986156,22.544673,Oct-19,Nanshan
81201,shekou,113.932241,22.497187,Oct-19,Nanshan
77234,qianhai,113.913241,22.522323,Oct-19,Nanshan
88855,kejiyuan,113.936539,22.5385,Oct-19,Nanshan
33335,longgangzhongxincheng,114.24854,22.732774,Oct-19,Longgang 
51536,bantian,114.061426,22.636774,Oct-19,Longgang
34481,pinghua,114.134135,22.691778,Oct-19,Longgang
1000,nanji,180,90,Oct-19,Nanji
130000,beiji,0,90,Oct-19,Beiji
47177,huangbeiling,114.147776,22.555274,Nov-19,Luohu
53410,liantang,114.168136,22.565189,Nov-19,Luohu
64798,cuizhu,114.136934,22.571853,Nov-19,Luohu
45114,guomaow,114.12851,22.54714,Nov-19,Luohu
53127,dongmen,114.137432,22.554485,Nov-19,Luohu
29937,fuyong,113.818564,22.671088,Nov-19,Baoan
54017,baoanzhongxin,113.880356,22.568488,Nov-19,Baoan
30612,songgang,113.84849,22.772051,Nov-19,Baoan
54754,xixiang,113.867649,22.609225,Nov-19,Baoan
60262,xinan,113.90302,22.572611,Nov-19,Baoan
65693,futiankouan,114.07651,22.521408,Nov-19,Futian
75826,futianzhongxin,114.062828,22.534178,Nov-19,Futian
108693,xiangmihu,114.029174,22.549569,Nov-19,Futian
69826,chegongmiao,114.033487,22.537692,Nov-19,Futian
101095,baihua,116.414358,39.954447,Nov-19,Futian
32905,xili,113.973377,22.593453,Nov-19,Nanshan
96731,huaqiaocheng,113.986156,22.544673,Nov-19,Nanshan
82080,shekou,113.932241,22.497187,Nov-19,Nanshan
77612,qianhai,113.913241,22.522323,Nov-19,Nanshan
90438,kejiyuan,113.936539,22.5385,Nov-19,Nanshan
33060,longgangzhongxincheng,114.24854,22.732774,Nov-19,Longgang 
51538,bantian,114.061426,22.636774,Nov-19,Longgang
34900,pinghua,114.134135,22.691778,Nov-19,Longgang
1000,nanji,180,90,Nov-19,Nanji
130000,beiji,0,90,Nov-19,Beiji
47588,huangbeiling,114.147776,22.555274,Dec-19,Luohu
54694,liantang,114.168136,22.565189,Dec-19,Luohu
68270,cuizhu,114.136934,22.571853,Dec-19,Luohu
45441,guomaow,114.12851,22.54714,Dec-19,Luohu
53282,dongmen,114.137432,22.554485,Dec-19,Luohu
30289,fuyong,113.818564,22.671088,Dec-19,Baoan
54652,baoanzhongxin,113.880356,22.568488,Dec-19,Baoan
29948,songgang,113.84849,22.772051,Dec-19,Baoan
56356,xixiang,113.867649,22.609225,Dec-19,Baoan
60791,xinan,113.90302,22.572611,Dec-19,Baoan
66451,futiankouan,114.07651,22.521408,Dec-19,Futian
76065,futianzhongxin,114.062828,22.534178,Dec-19,Futian
108558,xiangmihu,114.029174,22.549569,Dec-19,Futian
69499,chegongmiao,114.033487,22.537692,Dec-19,Futian
105525,baihua,116.414358,39.954447,Dec-19,Futian
32796,xili,113.973377,22.593453,Dec-19,Nanshan
96324,huaqiaocheng,113.986156,22.544673,Dec-19,Nanshan
84908,shekou,113.932241,22.497187,Dec-19,Nanshan
80069,qianhai,113.913241,22.522323,Dec-19,Nanshan
95708,kejiyuan,113.936539,22.5385,Dec-19,Nanshan
33601,longgangzhongxincheng,114.24854,22.732774,Dec-19,Longgang 
52130,bantian,114.061426,22.636774,Dec-19,Longgang
35086,pinghua,114.134135,22.691778,Dec-19,Longgang
1000,nanji,180,90,Dec-19,Nanji
130000,beiji,0,90,Dec-19,Beiji
45843,guomaow,114.12851,22.54714,Jan-20,Luohu
55556,liantang,114.168136,22.565189,Jan-20,Luohu
54028,dongmen,114.137432,22.554485,Jan-20,Luohu
70604,cuizhu,114.136934,22.571853,Jan-20,Luohu
47691,huangbeiling,114.147776,22.555274,Jan-20,Luohu
28258,fuyong,113.818564,22.671088,Jan-20,Baoan
30015,songgang,113.84849,22.772051,Jan-20,Baoan
58927,xixiang,113.867649,22.609225,Jan-20,Baoan
54775,baoanzhongxin,113.880356,22.568488,Jan-20,Baoan
61835,xinan,113.90302,22.572611,Jan-20,Baoan
107332,baihua,116.414358,39.954447,Jan-20,Futian
77822,futianzhongxin,114.062828,22.534178,Jan-20,Futian
70091,chegongmiao,114.033487,22.537692,Jan-20,Futian
110727,xiangmihu,114.029174,22.549569,Jan-20,Futian
67656,futiankouan,114.07651,22.521408,Jan-20,Futian
33732,xili,113.973377,22.593453,Jan-20,Nanshan
86019,shekou,113.932241,22.497187,Jan-20,Nanshan
82477,qianhai,113.913241,22.522323,Jan-20,Nanshan
94742,kejiyuan,113.936539,22.5385,Jan-20,Nanshan
96402,huaqiaocheng,113.986156,22.544673,Jan-20,Nanshan
34094,longgangzhongxincheng,114.24854,22.732774,Jan-20,Longgang 
35856,pinghua,114.134135,22.691778,Jan-20,Longgang
52791,bantian,114.061426,22.636774,Jan-20,Longgang
1000,nanji,180,90,Jan-20,Nanji
130000,beiji,0,90,Jan-20,Beiji
46064,guomaow,114.12851,22.54714,Feb-20,Luohu
55968,liantang,114.168136,22.565189,Feb-20,Luohu
54990,dongmen,114.137432,22.554485,Feb-20,Luohu
70754,cuizhu,114.136934,22.571853,Feb-20,Luohu
47754,huangbeiling,114.147776,22.555274,Feb-20,Luohu
28347,fuyong,113.818564,22.671088,Feb-20,Baoan
30110,songgang,113.84849,22.772051,Feb-20,Baoan
60871,xixiang,113.867649,22.609225,Feb-20,Baoan
54948,baoanzhongxin,113.880356,22.568488,Feb-20,Baoan
63529,xinan,113.90302,22.572611,Feb-20,Baoan
104102,baihua,116.414358,39.954447,Feb-20,Futian
80150,futianzhongxin,114.062828,22.534178,Feb-20,Futian
69929,chegongmiao,114.033487,22.537692,Feb-20,Futian
111448,xiangmihu,114.029174,22.549569,Feb-20,Futian
68550,futiankouan,114.07651,22.521408,Feb-20,Futian
35628,xili,113.973377,22.593453,Feb-20,Nanshan
88674,shekou,113.932241,22.497187,Feb-20,Nanshan
83800,qianhai,113.913241,22.522323,Feb-20,Nanshan
97623,kejiyuan,113.936539,22.5385,Feb-20,Nanshan
96986,huaqiaocheng,113.986156,22.544673,Feb-20,Nanshan
34381,longgangzhongxincheng,114.24854,22.732774,Feb-20,Longgang 
36071,pinghua,114.134135,22.691778,Feb-20,Longgang
54634,bantian,114.061426,22.636774,Feb-20,Longgang
1000,nanji,180,90,Feb-20,Nanji
130000,beiji,0,90,Feb-20,Beiji
46361,guomaow,114.12851,22.54714,Mar-20,Luohu
55956,liantang,114.168136,22.565189,Mar-20,Luohu
55053,dongmen,114.137432,22.554485,Mar-20,Luohu
74567,cuizhu,114.136934,22.571853,Mar-20,Luohu
48395,huangbeiling,114.147776,22.555274,Mar-20,Luohu
28431,fuyong,113.818564,22.671088,Mar-20,Baoan
33109,songgang,113.84849,22.772051,Mar-20,Baoan
63370,xixiang,113.867649,22.609225,Mar-20,Baoan
55110,baoanzhongxin,113.880356,22.568488,Mar-20,Baoan
65282,xinan,113.90302,22.572611,Mar-20,Baoan
110287,baihua,116.414358,39.954447,Mar-20,Futian
82606,futianzhongxin,114.062828,22.534178,Mar-20,Futian
69692,chegongmiao,114.033487,22.537692,Mar-20,Futian
112595,xiangmihu,114.029174,22.549569,Mar-20,Futian
68355,futiankouan,114.07651,22.521408,Mar-20,Futian
37688,xili,113.973377,22.593453,Mar-20,Nanshan
89150,shekou,113.932241,22.497187,Mar-20,Nanshan
85334,qianhai,113.913241,22.522323,Mar-20,Nanshan
100294,kejiyuan,113.936539,22.5385,Mar-20,Nanshan
98590,huaqiaocheng,113.986156,22.544673,Mar-20,Nanshan
34820,longgangzhongxincheng,114.24854,22.732774,Mar-20,Longgang 
35983,pinghua,114.134135,22.691778,Mar-20,Longgang
54732,bantian,114.061426,22.636774,Mar-20,Longgang
1000,nanji,180,90,Mar-20,Nanji
130000,beiji,0,90,Mar-20,Beiji
46307,guomaow,114.12851,22.54714,Apr-20,Luohu
55919,liantang,114.168136,22.565189,Apr-20,Luohu
57097,dongmen,114.137432,22.554485,Apr-20,Luohu
73785,cuizhu,114.136934,22.571853,Apr-20,Luohu
49435,huangbeiling,114.147776,22.555274,Apr-20,Luohu
27048,fuyong,113.818564,22.671088,Apr-20,Baoan
35821,songgang,113.84849,22.772051,Apr-20,Baoan
64398,xixiang,113.867649,22.609225,Apr-20,Baoan
55255,baoanzhongxin,113.880356,22.568488,Apr-20,Baoan
67965,xinan,113.90302,22.572611,Apr-20,Baoan
116275,baihua,116.414358,39.954447,Apr-20,Futian
85384,futianzhongxin,114.062828,22.534178,Apr-20,Futian
71171,chegongmiao,114.033487,22.537692,Apr-20,Futian
117457,xiangmihu,114.029174,22.549569,Apr-20,Futian
71852,futiankouan,114.07651,22.521408,Apr-20,Futian
34997,xili,113.973377,22.593453,Apr-20,Nanshan
90743,shekou,113.932241,22.497187,Apr-20,Nanshan
89379,qianhai,113.913241,22.522323,Apr-20,Nanshan
101674,kejiyuan,113.936539,22.5385,Apr-20,Nanshan
102525,huaqiaocheng,113.986156,22.544673,Apr-20,Nanshan
35147,longgangzhongxincheng,114.24854,22.732774,Apr-20,Longgang 
35646,pinghua,114.134135,22.691778,Apr-20,Longgang
54932,bantian,114.061426,22.636774,Apr-20,Longgang
1000,nanji,180,90,Apr-20,Nanji
130000,beiji,0,90,Apr-20,Beiji
46390,guomaow,114.12851,22.54714,May-20,Luohu
57313,liantang,114.168136,22.565189,May-20,Luohu
58192,dongmen,114.137432,22.554485,May-20,Luohu
78068,cuizhu,114.136934,22.571853,May-20,Luohu
49422,huangbeiling,114.147776,22.555274,May-20,Luohu
27121,fuyong,113.818564,22.671088,May-20,Baoan
32354,songgang,113.84849,22.772051,May-20,Baoan
63759,xixiang,113.867649,22.609225,May-20,Baoan
55404,baoanzhongxin,113.880356,22.568488,May-20,Baoan
70599,xinan,113.90302,22.572611,May-20,Baoan
118147,baihua,116.414358,39.954447,May-20,Futian
83463,futianzhongxin,114.062828,22.534178,May-20,Futian
74388,chegongmiao,114.033487,22.537692,May-20,Futian
117711,xiangmihu,114.029174,22.549569,May-20,Futian
74811,futiankouan,114.07651,22.521408,May-20,Futian
35026,xili,113.973377,22.593453,May-20,Nanshan
91486,shekou,113.932241,22.497187,May-20,Nanshan
91914,qianhai,113.913241,22.522323,May-20,Nanshan
106752,kejiyuan,113.936539,22.5385,May-20,Nanshan
96672,huaqiaocheng,113.986156,22.544673,May-20,Nanshan
35051,longgangzhongxincheng,114.24854,22.732774,May-20,Longgang 
35517,pinghua,114.134135,22.691778,May-20,Longgang
55585,bantian,114.061426,22.636774,May-20,Longgang
1000,nanji,180,90,May-20,Nanji
130000,beiji,0,90,May-20,Beiji
46573,guomaow,114.12851,22.54714,Jun-20,Luohu
57697,liantang,114.168136,22.565189,Jun-20,Luohu
58292,dongmen,114.137432,22.554485,Jun-20,Luohu
80145,cuizhu,114.136934,22.571853,Jun-20,Luohu
49499,huangbeiling,114.147776,22.555274,Jun-20,Luohu
27212,fuyong,113.818564,22.671088,Jun-20,Baoan
34219,songgang,113.84849,22.772051,Jun-20,Baoan
65215,xixiang,113.867649,22.609225,Jun-20,Baoan
55591,baoanzhongxin,113.880356,22.568488,Jun-20,Baoan
74040,xinan,113.90302,22.572611,Jun-20,Baoan
119329,baihua,116.414358,39.954447,Jun-20,Futian
80967,futianzhongxin,114.062828,22.534178,Jun-20,Futian
74327,chegongmiao,114.033487,22.537692,Jun-20,Futian
124444,xiangmihu,114.029174,22.549569,Jun-20,Futian
76364,futiankouan,114.07651,22.521408,Jun-20,Futian
35457,xili,113.973377,22.593453,Jun-20,Nanshan
95063,shekou,113.932241,22.497187,Jun-20,Nanshan
94263,qianhai,113.913241,22.522323,Jun-20,Nanshan
111272,kejiyuan,113.936539,22.5385,Jun-20,Nanshan
96999,huaqiaocheng,113.986156,22.544673,Jun-20,Nanshan
35368,longgangzhongxincheng,114.24854,22.732774,Jun-20,Longgang 
36425,pinghua,114.134135,22.691778,Jun-20,Longgang
57505,bantian,114.061426,22.636774,Jun-20,Longgang
1000,nanji,180,90,Jun-20,Nanji
130000,beiji,0,90,Jun-20,Beiji
47827,guomaow,114.12851,22.54714,Jul-20,Luohu
59126,liantang,114.168136,22.565189,Jul-20,Luohu
60546,dongmen,114.137432,22.554485,Jul-20,Luohu
84414,cuizhu,114.136934,22.571853,Jul-20,Luohu
50342,huangbeiling,114.147776,22.555274,Jul-20,Luohu
27358,fuyong,113.818564,22.671088,Jul-20,Baoan
31458,songgang,113.84849,22.772051,Jul-20,Baoan
68717,xixiang,113.867649,22.609225,Jul-20,Baoan
55890,baoanzhongxin,113.880356,22.568488,Jul-20,Baoan
76886,xinan,113.90302,22.572611,Jul-20,Baoan
119972,baihua,116.414358,39.954447,Jul-20,Futian
83376,futianzhongxin,114.062828,22.534178,Jul-20,Futian
74727,chegongmiao,114.033487,22.537692,Jul-20,Futian
125114,xiangmihu,114.029174,22.549569,Jul-20,Futian
78949,futiankouan,114.07651,22.521408,Jul-20,Futian
36151,xili,113.973377,22.593453,Jul-20,Nanshan
95575,shekou,113.932241,22.497187,Jul-20,Nanshan
99265,qianhai,113.913241,22.522323,Jul-20,Nanshan
115286,kejiyuan,113.936539,22.5385,Jul-20,Nanshan
97521,huaqiaocheng,113.986156,22.544673,Jul-20,Nanshan
35481,longgangzhongxincheng,114.24854,22.732774,Jul-20,Longgang 
37403,pinghua,114.134135,22.691778,Jul-20,Longgang
59386,bantian,114.061426,22.636774,Jul-20,Longgang
1000,nanji,180,90,Jul-20,Nanji
130000,beiji,0,90,Jul-20,Beiji
49540,guomaow,114.12851,22.54714,Aug-20,Luohu
59073,liantang,114.168136,22.565189,Aug-20,Luohu
60466,dongmen,114.137432,22.554485,Aug-20,Luohu
88212,cuizhu,114.136934,22.571853,Aug-20,Luohu
51120,huangbeiling,114.147776,22.555274,Aug-20,Luohu
27411,fuyong,113.818564,22.671088,Aug-20,Baoan
30126,songgang,113.84849,22.772051,Aug-20,Baoan
68448,xixiang,113.867649,22.609225,Aug-20,Baoan
55998,baoanzhongxin,113.880356,22.568488,Aug-20,Baoan
80557,xinan,113.90302,22.572611,Aug-20,Baoan
120205,baihua,116.414358,39.954447,Aug-20,Futian
87437,futianzhongxin,114.062828,22.534178,Aug-20,Futian
76687,chegongmiao,114.033487,22.537692,Aug-20,Futian
125357,xiangmihu,114.029174,22.549569,Aug-20,Futian
82910,futiankouan,114.07651,22.521408,Aug-20,Futian
34944,xili,113.973377,22.593453,Aug-20,Nanshan
95760,shekou,113.932241,22.497187,Aug-20,Nanshan
102339,qianhai,113.913241,22.522323,Aug-20,Nanshan
115510,kejiyuan,113.936539,22.5385,Aug-20,Nanshan
97710,huaqiaocheng,113.986156,22.544673,Aug-20,Nanshan
35969,longgangzhongxincheng,114.24854,22.732774,Aug-20,Longgang 
37823,pinghua,114.134135,22.691778,Aug-20,Longgang
59613,bantian,114.061426,22.636774,Aug-20,Longgang
1000,nanji,180,90,Aug-20,Nanji
130000,beiji,0,90,Aug-20,Beiji
48551,guomaow,114.12851,22.54714,Sep-20,Luohu
59911,liantang,114.168136,22.565189,Sep-20,Luohu
61703,dongmen,114.137432,22.554485,Sep-20,Luohu
87983,cuizhu,114.136934,22.571853,Sep-20,Luohu
51394,huangbeiling,114.147776,22.555274,Sep-20,Luohu
27481,fuyong,113.818564,22.671088,Sep-20,Baoan
27210,songgang,113.84849,22.772051,Sep-20,Baoan
69713,xixiang,113.867649,22.609225,Sep-20,Baoan
56141,baoanzhongxin,113.880356,22.568488,Sep-20,Baoan
81509,xinan,113.90302,22.572611,Sep-20,Baoan
120513,baihua,116.414358,39.954447,Sep-20,Futian
88718,futianzhongxin,114.062828,22.534178,Sep-20,Futian
73747,chegongmiao,114.033487,22.537692,Sep-20,Futian
125678,xiangmihu,114.029174,22.549569,Sep-20,Futian
84318,futiankouan,114.07651,22.521408,Sep-20,Futian
36177,xili,113.973377,22.593453,Sep-20,Nanshan
96005,shekou,113.932241,22.497187,Sep-20,Nanshan
104886,qianhai,113.913241,22.522323,Sep-20,Nanshan
122389,kejiyuan,113.936539,22.5385,Sep-20,Nanshan
97960,huaqiaocheng,113.986156,22.544673,Sep-20,Nanshan
36886,longgangzhongxincheng,114.24854,22.732774,Sep-20,Longgang 
37719,pinghua,114.134135,22.691778,Sep-20,Longgang
57130,bantian,114.061426,22.636774,Sep-20,Longgang
1000,nanji,180,90,Sep-20,Nanji
130000,beiji,0,90,Sep-20,Beiji
47600,guomaow,114.12851,22.54714,Oct-20,Luohu
60327,liantang,114.168136,22.565189,Oct-20,Luohu
62302,dongmen,114.137432,22.554485,Oct-20,Luohu
87644,cuizhu,114.136934,22.571853,Oct-20,Luohu
52820,huangbeiling,114.147776,22.555274,Oct-20,Luohu
27557,fuyong,113.818564,22.671088,Oct-20,Baoan
27285,songgang,113.84849,22.772051,Oct-20,Baoan
68510,xixiang,113.867649,22.609225,Oct-20,Baoan
56297,baoanzhongxin,113.880356,22.568488,Oct-20,Baoan
83139,xinan,113.90302,22.572611,Oct-20,Baoan
120849,baihua,116.414358,39.954447,Oct-20,Futian
89320,futianzhongxin,114.062828,22.534178,Oct-20,Futian
76442,chegongmiao,114.033487,22.537692,Oct-20,Futian
126028,xiangmihu,114.029174,22.549569,Oct-20,Futian
84077,futiankouan,114.07651,22.521408,Oct-20,Futian
38035,xili,113.973377,22.593453,Oct-20,Nanshan
